0 0.00348381
0.04 0.00354001
0.08 0.00370981
0.12 0.00399671
0.16 0.00440667
0.2 0.0049481
0.24 0.005632
0.28 0.00647206
0.32 0.00748471
0.36 0.00868921
0.4 0.0101074
0.44 0.0117637
0.48 0.0136837
0.52 0.0158935
0.56 0.0184169
0.6 0.0212711
0.64 0.0244614
0.68 0.0279716
0.72 0.0317523
0.76 0.0357072
0.8 0.0396794
0.84 0.0434449
0.88 0.0467208
0.92 0.0491974
0.96 0.0505951
1 0.0507323
1.04 0.0495776
1.08 0.0472615
1.12 0.0440392
1.16 0.0402251
1.2 0.0361271
1.24 0.0320015
1.28 0.028035
1.32 0.0243466
1.36 0.0209996
1.4 0.0180171
1.44 0.0153954
1.48 0.0131154
1.52 0.0111496
1.56 0.00946743
1.6 0.00803807
1.64 0.00683257
1.68 0.00582464
1.72 0.00499109
1.76 0.00431199
1.8 0.00377062
1.84 0.00335337
1.88 0.00304956
1.92 0.00285132
1.96 0.00275348
2 0.00275348
2.04 0.00285132
2.08 0.00304956
2.12 0.00335337
2.16 0.00377062
2.2 0.00431199
2.24 0.00499109
2.28 0.00582464
2.32 0.00683257
2.36 0.00803807
2.4 0.00946743
2.44 0.0111496
2.48 0.0131154
2.52 0.0153954
2.56 0.0180171
2.6 0.0209996
2.64 0.0243466
2.68 0.028035
2.72 0.0320015
2.76 0.0361271
2.8 0.0402251
2.84 0.0440392
2.88 0.0472615
2.92 0.0495776
2.96 0.0507323
3 0.0505951
3.04 0.0491974
3.08 0.0467208
3.12 0.0434449
3.16 0.0396794
3.2 0.0357072
3.24 0.0317523
3.28 0.0279716
3.32 0.0244614
3.36 0.0212711
3.4 0.0184169
3.44 0.0158935
3.48 0.0136837
3.52 0.0117637
3.56 0.0101074
3.6 0.00868921
3.64 0.00748471
3.68 0.00647206
3.72 0.005632
3.76 0.0049481
3.8 0.00440667
3.84 0.00399671
3.88 0.00370981
3.92 0.00354001
3.96 0.00348381
