6 -1.17085
7 -1.17717
8 -1.18155
9 -1.18472
10 -1.18708
11 -1.18888
12 -1.19029
13 -1.19141
14 -1.19232
15 -1.19306
16 -1.19368
17 -1.1942
18 -1.19464
19 -1.19501
20 -1.19533
21 -1.19561
22 -1.19586
23 -1.19607
24 -1.19626
25 -1.19643
26 -1.19658
27 -1.19671
28 -1.19683
29 -1.19694
30 -1.19704
31 -1.19713
32 -1.19721
33 -1.19729
34 -1.19735
35 -1.19742
36 -1.19747
37 -1.19753
38 -1.19757
39 -1.19762
40 -1.19766
41 -1.1977
42 -1.19774
43 -1.19777
44 -1.1978
45 -1.19783
46 -1.19786
47 -1.19789
48 -1.19791
49 -1.19793
50 -1.19795
51 -1.19798
52 -1.19799
53 -1.19801
54 -1.19803
55 -1.19805
56 -1.19806
57 -1.19808
58 -1.19809
59 -1.1981
60 -1.19812
61 -1.19813
62 -1.19814
63 -1.19815
64 -1.19816
65 -1.19817
66 -1.19818
67 -1.19819
68 -1.1982
69 -1.19821
70 -1.19821
71 -1.19822
72 -1.19823
73 -1.19824
74 -1.19824
75 -1.19825
76 -1.19826
77 -1.19826
78 -1.19827
79 -1.19827
80 -1.19828
81 -1.19828
82 -1.19829
83 -1.19829
84 -1.1983
85 -1.1983
86 -1.19831
87 -1.19831
88 -1.19831
89 -1.19832
90 -1.19832
91 -1.19833
92 -1.19833
93 -1.19833
94 -1.19834
95 -1.19834
96 -1.19834
97 -1.19835
98 -1.19835
99 -1.19835
100 -1.19835
101 -1.19836
102 -1.19836
103 -1.19836
104 -1.19836
105 -1.19837
